Target,AugmentedSentence
1,know thinking nobody really attacked revealed age announced subject constant storm harassment abuse thing goes sandbox people knew age care told age hated amusing idiot soapboxers think teenagers responsible decline soapbox like ever good begin funny adults dumbest people mauricio chuppah redneckgirl pinky scooby gg foreverlosttinkerbell greenrabbit starrocketsinflight bree robinson enigma cocainenightmares tokyodome chad ocho cinco steve lake adults teenage posters typically smartest ones let see dawg head banging brunette classicage metropolis even though bipolar weirdo chrisscript name ever see adults posting rate poo ballz smell funny whoz hawter ur mom like rape little girls hey guyz look im attention whore adult posters immature moronic savage bullies mental capacity retarded year old whereas teenagers thoughtful intelligent mature often profound subject constant schoolyard bullying idiot adult posters think somehow superior born dropped head earlier soapbox logic never fails amuse
1,idea go fuck cumshitter
1,motherfucking safety guaranteed fucking hope bringing fuckin weapons pay get back motherfuckers oh yeah got joke family husband wife son daughter dog walks agent office tells got great vaudeville routine says hire kiddy acts say really good agent says fine let see got suck throwing family gets ready daughter hits cd player circus music begins playing father jump kicks son head stoms face ground bloody pulp proceeds jerk cum shattered skull meanwhile mother begins violently finger fucking daughter dog fucks mother ass hole point father takes leftover brain matter son head shoves mother pussy begins fucking pussy simultaneously sticking finger daughter throat vomits dog bites mother hand finger fucking daughter leaving hand daughter pussy blood squirts place father takes blood ground smears mother chest bends begins shitting open wound hand used dog bit take dog shove microwave heating explodes take dog remains mix father shit son head wound father cum shove daughter mouth father rips son dick fucks daughter mother locate son testicles breaks open drinks sperm comes family lines says ta da silence agent finally says love call family says call aristocrats
1,fuck smith please notified die want dance grave
1,shit face fuck
1,retarded
1,groin sad fuck going restore edit going leave else wil knee groin prick
1,video game pete sake see false video game article one time throw cat window whoever stop funny clever making moron bet person changed test card date
1,likes itin ass muhamad ali kelly giant penis also fucked columbus
1,shut stay shut edit anymore
1,p tard
1,ohhh sorry hurt little feelings let shed couple tears together lol joke bet feel pretty important pathetic little wikipedia volunteer fun living mother basement drawing comic books lowlife
1,fuck murdering scum
1,take offense take great offense pompous sanctimonious twit thinks one allowed express appreciation women like gibson girl fine featured achingly beautiful creatures know kind totalitarian feminazi dystopian agenda trying foist people encyclopedia based free speech free exchange information bogus political correctness schoolmarmish thought policing take gibson girl anyday
1,gay motherfucker know live going sand face going beat pulp chicken shagger
1,ok dennis brown thanks telling taking bit way serious ill careful time stupid bots
1,wikipedia full fools takes money makes people work free wikipedia might well ban fool taking long wiki stupid place jimbo cult
1,changing somali people wiki seriously page biased one clan added diverse representation somali people stupid criminal
1,transistor transistor page principle operation section physicists know want share know works thinking came fairly decent concept works put wiki think guys got jealous discussing pretty much nothing ps language pathetic naughty naughty boy eat
1,studid cock sucker stop callin ok frank garrett eatin worms crawl outa moms pussy fucking retardo hit retardo
1,fisherqueen would kindly stop following every move deleting things user page havent got anything better piss people wikipedia
1,jim burton child molesting faggot see still us yet another day making total buffoon usual know sadder extreme hypocritical arrogance show lecturing world ethical principles claimed rights abuse children ethical principles save life exactly roman poet said harlot doth always rebuke chaste ever drop dead might breathe little easier kids sake truly disgust every word write
1,millinos hunjan looking hunjan template hunjan fight back concept art bull shit tharkarn waste man
1,fu ck ing trollreasons
1,sr cl bud bin way like long time like time outa mind long gooood shit mo latah dat soon az ah gitz back heah sum de brotherz sistahs sez hance dead alive send zion ranger check condition ah sez whoa led gib holler dis hollerin bro de zion rangerz dem dat de walkin tru wallz de wall walkin dude gonna bro harm jes checkin ee ben gentle remindah kum fuhst readin id leedle postin dis dat go good doan fohget cut sum zzzz aftah tad postin sleep good doan fergit ta dream sumptin might kum jes ta bdh wrapt roun wid delta wave kupla otha carrierz diz cuss latah chow bro
1,leave alone told already leave alone fuck fucking thing find hounding amusing id mothafuckin asshole ban
1,take care believe bullshit see bullshit
1,wrong everything stupid notice lost cause existence blemish
1,wikidon stop stalking
1,first time bitch fuck find live sodomize wife burn house fuck fucking queer
1,real vagina real photo vagina gone would mind make new one vagina picture indonesian vagina love
1,fuck jzg removed editor stupid moron
1,go away loser way standup boyfriend blueboy make go away
1,go fuck
1,whoever put notices page kill u
1,get high horse block
1,fuck faggot care get blocked long everyone knows dumb cunt
1,cavorting heretics fuck heretics
1,ha blp violation comments oversited call anyone anything abuse admin tools pathetic cowardly funny talk fascists controlling gamergate article completely delete history proved point one thing link supposed death threat brianna wu peddling media proved complete fiction problem want anti gamergate lies exposed
1,hey freaking hermaphrodite please unprotect user page would like move suitable title three
1,dad sam worried worried cock wont fit ass anymore omfk lolz haha said peeenis gorf gorf gorf gorf
1,threatening try banned editing fine suggest account deleted constantly deleting entire paragraphs completely ignoring wikipedia policies regards instead tagging editing suddenly bullying nonsense know trying make look bad resorting bully nonsense also answered question part neutral despite statement would edit deleted get wikipedia tags placed user page change fact delete entire paragraphs sake one word occasionally made mistake putting subjective word edit someone noticed know edited admitted writing instead editing paragraphs believe neutral marking deleting entire paragraphs policy wikipedia
1,historical fact concerning current armenia pertaining wikiprojects keep pathetic winking marks antiturkish ass
1,joker european parliament power anything non binding serious silly reports like meant serious important ruled ancestors centuries trying put negative images turks turkey page going change place get revenge go edit golden dawn wikipedia ideas welcome
1,dick bigger hahaha
1,watch user xeno hell bite dick
1,bleh ideas really something wrong server damn thing work either helvetica font new svg upload segoe ui actually png begin
1,common prostitute sock puppet done lots edits perhaps eb project gone edits become foul mouthed basic sock puppet mouth pervert pervert est moi fourthave
1,homosexual marriage totally gay well
1,fuck people information found
1,ghe fag learn know
1,thought hey jeremy wash vagina insist letting smell like musty pile tuna tired smelling babe make love doggy style smell pierces nostrils turn away disgust much also wipe ass little better getting shit dick tht fucking gross cunt
1,hey heck think watch page means anything recent vandalism personel attacks account guess freaking edit stuff good way idiots screw blaming something get pissed hell going
1,fuck interested either think
1,lol dumb arabs cant show god heres bomb sand vagina fucking towelheads
1,shut fat poop kick ass
1,gay love gay love gay love
1,vandals pathetic wiki administrators encyclopediadramatica com says right
1,stop stop redirecting teddygodzilla page list code lyoko episodes clearly middle working need patience man give something like enough time know busy evacuate hurricane ike matter fact laptop charger decided get fried small amount time computer advice show patience find major asshole towards
1,always good ignorant mentally defective getting together die soon
1,group effort wikipedia collaborative community school essays article needs professional adopt better title besides references needs done get high horse accomplish want see done goals put test solving problem whenever something perturbs looking fight something admittedly care nothing come house criticise gardens say fucking ugly like way blend neighbours yards tacky passing never road feb utc
1,kiss dick
1,need stop difference make episodes show articles acting like major geek wp collapse within perfect think joker said best said sensible way live world without rules even try tell wp would terrible without rules moderators stop vandalism stop fucking redirecting getting nerves along wp users
1,one sad little individual
1,camille paglia sex positive feminist supporting links asked stupid twit http www lotl com content paglia htm http www reference com browse wiki sex positive feminism lazy full read entirety post relevant sections camille paglia hand saying public five years ago someone endorsed prostitutes strippers whole extreme sex positive experience concerned effect young people people growing climate gone opposite direction already concerned really outraged stereotyped way career teacher yes situation commercialised sex pushed without true eroticism saying years got point meaningless exhibitionism without real eroticism eroticism camille paglia major american social critic paglia academic writing focuses role vibrant dangerous sexuality human history paglia key importance sex positive feminism writings sex advocacy traditional values like canon texts paglia somewhat intellectual enigma conservative academic feminist revels low high culture alike celebrates sexualities disapproved mainstream western culture paglia many ways presented respectable face pro sex feminism world large
1,listen narrow eyed teacher living minimum wage keep buck buck chicken trash talk perhaps might wanna consider moving back lemuria land kind scum roams
1,matter think big retarded antisemite go throw front sixteen wheeler grill covered razor wire video tape people find lone tripod side road see video think lulzy put youtube posterity
1,blanchardb dumb motherfucker going sue shit watch back
1,suck dick thank talk hist
1,man really dishonest person disgusting
1,poor editing edit looks fine wtf matter
1,good edit polar bear gay
1,demonte morton bastard stop deletin shit white trash cracker muthafucker fuck u racist bitch hope die
1,bla bla bla suck irishguy
1,try official website shit head
1,hi hi may sound bit stupid question dont get wrong jew really thinking resemplence holocoust armeian deportations
1,every press agency said crowd chanting tory daily mail way tory paper reported croud chanted fucking tory jew dispicable scab politics liniage
1,unblock said im sorry expect stop making accounts dont unblock unblock ill stop making acounts simple ur ones making something bad worse stop making big deal im anything bad violating anything dont get still blocked get already mean well im violate anything im trying help someone tell alexandria unblockme already block fucking overrated cant forgive forget move people things worry stupid block unblock move come peace right contribute wikipedia happend past happend past past present lets open new page start new chapter star fresh ok deal promise wont violate anything im asking another chance one last chance
1,one went get help admin incident board edit warring would call police one committed crime truly ridiculous basically guy stole wallet punched arresting assault horrible power hungry ego boosters taken wikipedia seems
1,lmao basically saying wahhh called dumb gunna block nice use admin powers stay talk page
1,fuck small penis
1,moving dragon slayer dragon slayer series fuck mother son bitch
1,top eh worth
1,hell mean cough cough excuse hell accusing disruptive editing individual actually wrote bulk article rajbeer singh gave right come simply delete writing wish contribute links go ahead hell gave permission simply delete writing spent time effort carry deleting work carry undoing pleasure
1,live darkness guys full yourselfs importance minds maybe drunk power
1,insult musikanimal fucking shit reason insulting fuck wikipedia
1,funeral comes one piss grave
1,friends real life makes think anyone internet like take hint hole
1,first three rejected hand following half dozen similarly ditched could produce another fukkin half dozen matter pure pos paid scumbag would
1,know offend users jerk know correct get angry
1,anti semitic crap whole article anti semitic conspiracy theory cherished aryan supremacist rightists
1,closedmouth dick fuck guy jackass sux cock fuckin job fuck trans cuz tht kinda shit
1,god hate much lets hope die
1,find creditable citations claim load racist horse shit
1,silly isnt ur moms might say quite lovely page indeed oh ur mean im kiddding ur nice either cause black black heart
1,evidence presented tone evidence reject goes fictional ideas new england even eastern southeast anyway ct new england thing actually shocked told time western ct think ne thing go town meeting see boston ne comes ct place nyc metro area comes nothing telling lies spreading propaganda dismiss actual facts make many excuses hold water ct signs point new england boston signs point new york state city also people guy ass like mine bet cause white folk new england hate nyc niggers like spick posted go fuck preceding unsigned comment added talk contribs assume one least still believe new england boston capital get head ass watch block comments get blocked guy blocked
1,whos douche deleated info crap really want curse right
1,drmies deleted frankie stein monster high drmies word
1,mine dispeared somebody wax ass
1,stop leaving stupid harping messages peopel nil talking
1,hey fuck fuck checks phnom nam lyr wildlife sanctuary vandalism get fucking life turd bag
1,yo fuck problem fucking around page leave fuck alone
1,arguements abo included already wanker used alot common noun usuage unique words mentioned though commonwealth countries new zealand may use cunt similar fashion australians seem use however arguement irrelevent since many australian words mate bloke etc used extensively nz uk though still article
1,oh gwh truly worst admin wikipedia may god mercy poor pathetic overweight ugly soul
1,unblock fuck article anne kilkenny poorly written rewrote didnt look like shit look final edit fucking dumbass
1,hey idiot simply verifying truth mobile first ringtone maker online brinked fucking research remove shit tired assholes removing hard work putting making wikipedia relevant page
1,project heck unambiguous copyright infringement wasnt written promotional way explained project system requirments starting see many people hate wikipedia
1,punk ass snitch get cock
1,oh right like article sucks know abusive language hypocrite eat shit die loser
1,faggot get life
1,jimbo crybaby sits front computer everyday acting arbiter grand wikipedia knowing know expert everything savior western world course questioned anything cries main office ill treatment way lousy editor uses one source joke
1,historical fact concerning current armenia pertaining wikiprojects keep pathetic winking marks antiturkish ass dont delete talk page entries fucking asshole dont make obvious criminial loose supposed pimping mother downtown time night normally
1,lol lol seriously bryanfrompalatine ip resolves cologne germany happen reside use sockpuppets edit per ip mainly faster without monobook css gadgets whenever remember include active username signature please let keep wasting meagre brain ressources fucked hot girlfriend two hours came times times life unfair really calm hindu cow laugh face pov pushing encyclopedia harming moron everyme logged
1,recent pussy
1,picking year old soooo sad shut okay im years old wanted little fun captain buzz kill guess never life young probably like years old lol none yo beez nas
1,glad wikipedia biased filled retarded children
1,reliable sources cheating barry bonds cheater cbs yea kinda think reliable dear barry bonds either outright cheater stupid usa today yes barry bonds cheater cheater worst sort lying clear barry bonds liar new york daily news another pretty freakin reliable source barry lamar bonds bad man baseball digest bonds liar cheater whiner bad influence america youth mark barnes
1,fucking gay wad fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcunti fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcunti fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcunti fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcunti fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcunti fucked mum oh wait gay dont mom hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha lolololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololololol cuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcuntcu
1,aaron swartz stop fucking reverting goddamn edits think aaron swartz dumb ass killed long time ago know live kill revert pages
1,wish restate thread neutral inviting community discussion realize went far characterizing ih dick apologize
1,hell fucking write vandalize wikipedia whenever want
1,side story attention douchebags douchetees labled terrorist site bull shit simply vast amount knowlege wide range topics scjessey example mention fucking douchebag article ammend simply trying spread truth alllallalalalalalalalalaalalaalalalalalal sorry every minutes go hell allalalalalalalalalalalalalalallalalalalalllalalala allah ever
1,moral defense slimy toad
1,biased made point since signed none exist
1,well fag block block oh world shurly end come high horse say want continue bashing post complaints every log forum find every chat room filled redfarmer mom come name untrustworthy block always find info another site site allow people freaks like delete pages whim gonna block ban go ahead warned without able edit pages help giving instructions change diapers sorry leonhart
1,sorry must say never come across idiotic editor wikipedia congratulations making top list mean congratulatory sense entirely way meant offend sound sarcastic call editor though pollutant project one extreme perversion perception please reread discussion talk page based last posted painfully obvious ignored comprehend much tried explaining multiple times talk page
1,fartsalot says motherclucker
1,must lowest iq anyone wikipedia converse fool like
1,kitten becuz ur pussy lying
1,know mature anyway cousin went bathroom got awhile idiot talk like anything zod break leave
1,gay homo hope choke penis die sending big bleck guy jizz face
1,deceptive little creature indeed assuming good faith eh deliberately scrubbed sheds little light race hygiene theories originated dear little country fit well want create perception readers crank conspiracy theorist wikipedia article henry ford includes stuff protocols zion well
1,f punk vidgmr homie due faggot named klptyzm
1,sqgibbon moother sounds slimmy donute watch coming way ha ha ha ha
1,igho otegheri deletion hell decide delete could go fuck little piece shit
1,also mom gave herpes tell said thanks
1,stop trolling zapatancas calling liar merely demonstartes arer zapatancas may choose chase every legitimate editor site ignore editor record isnt trolling therefore wishes completely ignored sockpuppet like consensus overwhelmingly trollin lover zapatancas
1,knock spinningspark quit community banned blocked made sinkhole deeper deeper want live need take advantage priviledges basically keep hell wikipedia year edit wikimedia projects demonstrate week two appeal would beneficial project create new account selective maybe eligible adminship first thing get community banned want revenge ylgc dsynvm
1,nobody cares fucking shit like fucking bitch
1,thing persistant ugly bastard fucking troll
1,wtf banned person fourm said banned syria closeness names al asad al assad correct form al asad game said wrong went crazy saying dumb stuff stupid right cause could find source confirmed statement game banned syria asad assad common middle eastern names anyway
1,fuck muthafucka jerk scum lowlife loser hehe hahah
1,look little cocksucker nothing wrong sick bullshit harassment really starting piss little pussy nothing wrong swallow pride know hard admit lost fight piss blackeyedfool
1,agree many parts article apparently biased made bs examples following downfall common knowledge de molay planned corrupting catherine valois male children tending sorrows engaging acts anal rape philip knew dangers de molay represented sons nearly sexually molested de molay upon escaping vile pervert confessed philip de molay tried myths said jacques de molay cursed philippe le bel descent execution pyre curse responded philip shouting defiance fuck de molay speculated several boys de molay corrupted grown enjoy perversions homosexual lifestyle introduced legacy members encouraged model conduct example loyalty fidelity instead homosexual perversions de molay guilty vile pervert homosexual perversions sheesh could someone sane please clean article
1,racist goddamn neo nazi big boy
1,good grief read try examining substance links sick tired children ranting without reading
1,fuck gose
1,little bitch handle argument like man crying administrators go fuck
1,fool think wikipedia respected entitity world shut
1,mostly burtalbert fucking asshole go suck dick fucking king assholes
1,enough bastard
1,baklava fuck
1,vandalism spree vandalism spree pitiful supported motions thanks lot
1,page fuckers say want fuck drini naconkantari hope enjoy scheduled raping done head count lately
1,scope please see link sure fucking spastic
1,hey wiki nerd suck man dont like nasty coments punk ill beat ur guts back signed lover boy ps love butt sex butt sex ill bring ky gelly
